	Sujeto	canal	media	mediana	dataset	etapa	Q99	Q1
704	sub-004	EEG Fpz-Cz	0.028430795847750864	0.026	SleepCasset	N2	0.06223000000000002	0.01
705	sub-004	EEG Fpz-Cz	0.008	0.008	SleepCasset	W	0.03930000000000018	0.003
706	sub-004	EEG Fpz-Cz	0.02904	0.027	SleepCasset	R	0.065	0.008
707	sub-004	EEG Fpz-Cz	0.1306304347826087	0.129	SleepCasset	N1	0.2738000000000001	0.01973
708	sub-004	EEG Pz-Oz	0.048673010380622835	0.046	SleepCasset	N2	0.098	0.022
709	sub-004	EEG Pz-Oz	0.1125	0.1125	SleepCasset	W	0.5809000000000005	0.016
710	sub-004	EEG Pz-Oz	0.07246	0.069	SleepCasset	R	0.1581999999999998	0.03094
711	sub-004	EEG Pz-Oz	0.15443478260869564	0.162	SleepCasset	N1	0.27918000000000004	0.02792
712	sub-005	EEG Fpz-Cz	0.020146226415094344	0.019	SleepCasset	N2	0.04553999999999996	0.007
713	sub-005	EEG Fpz-Cz	0.013	0.013	SleepCasset	W	0.059	0.004
714	sub-005	EEG Fpz-Cz	0.03567132867132867	0.03	SleepCasset	R	0.10332000000000005	0.01042
715	sub-005	EEG Fpz-Cz	0.10617021276595744	0.108	SleepCasset	N1	0.1980999999999998	0.01765
716	sub-005	EEG Pz-Oz	0.03758962264150943	0.032	SleepCasset	N2	0.1258499999999999	0.012
717	sub-005	EEG Pz-Oz	0.113	0.113	SleepCasset	W	0.362	0.029
718	sub-005	EEG Pz-Oz	0.12518181818181817	0.118	SleepCasset	R	0.26158000000000003	0.042980000000000004
719	sub-005	EEG Pz-Oz	0.12222340425531918	0.1145	SleepCasset	N1	0.2449099999999999	0.01565
720	sub-006	EEG Fpz-Cz	0.01653145336225597	0.015	SleepCasset	N2	0.042799999999999956	0.006
721	sub-006	EEG Fpz-Cz	0.006	0.006	SleepCasset	W	0.034	0.002
722	sub-006	EEG Fpz-Cz	0.025279069767441865	0.025	SleepCasset	R	0.05457999999999998	0.007
723	sub-006	EEG Fpz-Cz	0.08639130434782609	0.081	SleepCasset	N1	0.19120999999999985	0.03366
724	sub-006	EEG Pz-Oz	0.022266811279826465	0.017	SleepCasset	N2	0.13279999999999997	0.007
725	sub-006	EEG Pz-Oz	0.059	0.059	SleepCasset	W	0.12301	0.011
726	sub-006	EEG Pz-Oz	0.04884302325581395	0.044	SleepCasset	R	0.12195999999999982	0.02171
727	sub-006	EEG Pz-Oz	0.07217391304347827	0.07	SleepCasset	N1	0.14720999999999984	0.011
728	sub-007	EEG Fpz-Cz	0.03810695187165775	0.034	SleepCasset	N2	0.09726999999999998	0.014
729	sub-007	EEG Fpz-Cz	0.029	0.029	SleepCasset	W	0.12344999999999937	0.012
730	sub-007	EEG Fpz-Cz	0.06137327188940092	0.056	SleepCasset	R	0.14556000000000002	0.019
731	sub-007	EEG Fpz-Cz	0.13121311475409836	0.13	SleepCasset	N1	0.25659999999999994	0.0524
732	sub-007	EEG Pz-Oz	0.06605882352941177	0.058	SleepCasset	N2	0.20604999999999973	0.028
733	sub-007	EEG Pz-Oz	0.138	0.138	SleepCasset	W	0.6853399999999993	0.05411
734	sub-007	EEG Pz-Oz	0.1616451612903226	0.147	SleepCasset	R	0.42096000000000006	0.06732
735	sub-007	EEG Pz-Oz	0.19326229508196718	0.18	SleepCasset	N1	0.3752	0.045399999999999996
736	sub-008	EEG Fpz-Cz	0.044647887323943654	0.041	SleepCasset	N2	0.09845999999999998	0.01554
737	sub-008	EEG Fpz-Cz	0.025	0.025	SleepCasset	W	0.08980999999999995	0.012
738	sub-008	EEG Fpz-Cz	0.06749528301886792	0.062	SleepCasset	R	0.17666999999999994	0.02122
739	sub-008	EEG Fpz-Cz	0.15746666666666664	0.167	SleepCasset	N1	0.28512	0.024040000000000002
740	sub-008	EEG Pz-Oz	0.07224788732394366	0.061	SleepCasset	N2	0.24405999999999978	0.024
741	sub-008	EEG Pz-Oz	0.139	0.139	SleepCasset	W	0.6694299999999999	0.067
742	sub-008	EEG Pz-Oz	0.17475000000000002	0.147	SleepCasset	R	0.4136699999999999	0.07188
743	sub-008	EEG Pz-Oz	0.22286666666666663	0.222	SleepCasset	N1	0.35004	0.07184
744	sub-009	EEG Fpz-Cz	0.07177681660899653	0.07	SleepCasset	N2	0.13523000000000002	0.02677
745	sub-009	EEG Fpz-Cz	0.018	0.018	SleepCasset	W	0.14015000000000033	0.008
746	sub-009	EEG Fpz-Cz	0.06736796536796537	0.059	SleepCasset	R	0.17	0.015
747	sub-009	EEG Fpz-Cz	0.16331927710843372	0.161	SleepCasset	N1	0.29764999999999986	0.0302
748	sub-009	EEG Pz-Oz	0.06924567474048443	0.067	SleepCasset	N2	0.14123	0.02677
749	sub-009	EEG Pz-Oz	0.093	0.093	SleepCasset	W	0.3733100000000011	0.01457
750	sub-009	EEG Pz-Oz	0.10903463203463203	0.099	SleepCasset	R	0.21639999999999998	0.0272
751	sub-009	EEG Pz-Oz	0.19506626506024097	0.2105	SleepCasset	N1	0.33585	0.015
752	sub-010	EEG Fpz-Cz	0.0694507042253521	0.067	SleepCasset	N2	0.12304000000000002	0.024960000000000003
753	sub-010	EEG Fpz-Cz	0.02	0.02	SleepCasset	W	0.08225	0.01
754	sub-010	EEG Fpz-Cz	0.062349264705882354	0.056	SleepCasset	R	0.1896100000000002	0.014
755	sub-010	EEG Fpz-Cz	0.14637226277372264	0.143	SleepCasset	N1	0.34271999999999936	0.02544
756	sub-010	EEG Pz-Oz	0.072579476861167	0.072	SleepCasset	N2	0.1305600000000003	0.02492
757	sub-010	EEG Pz-Oz	0.105	0.105	SleepCasset	W	0.37224999999999997	0.024
758	sub-010	EEG Pz-Oz	0.11321691176470589	0.1075	SleepCasset	R	0.22929000000000002	0.029419999999999998
759	sub-010	EEG Pz-Oz	0.17583941605839412	0.183	SleepCasset	N1	0.32447999999999994	0.01036
760	sub-001	F3_O1	0.07603743315508021	0.066	DODH	N2	0.22727	0.011
761	sub-001	F3_O1	0.243	0.243	DODH	W	0.492	0.009899999999999999
762	sub-001	F3_O1	0.09736170212765959	0.099	DODH	R	0.177	0.02374
763	sub-001	F3_O1	0.218	0.216	DODH	N1	0.3521	0.04252
764	sub-001	F3_M2	0.06175401069518716	0.054	DODH	N2	0.18450999999999976	0.01073
765	sub-001	F3_M2	0.107	0.107	DODH	W	0.3083	0.004
766	sub-001	F3_M2	0.04037234042553192	0.0395	DODH	R	0.11590999999999997	0.002
767	sub-001	F3_M2	0.1524626865671642	0.152	DODH	N1	0.2764400000000001	0.0173
768	sub-001	F4_M1	0.06682352941176471	0.058	DODH	N2	0.17226999999999998	0.00919
769	sub-001	F4_M1	0.053	0.053	DODH	W	0.24130000000000013	0.006
770	sub-001	F4_M1	0.07363297872340425	0.078	DODH	R	0.14151999999999998	0.009
771	sub-001	F4_M1	0.1869850746268657	0.2	DODH	N1	0.31392000000000014	0.03186
772	sub-001	FP1_M2	0.04816577540106952	0.0415	DODH	N2	0.14226999999999998	0.00673
773	sub-001	FP1_M2	0.054	0.054	DODH	W	0.2798000000000001	0.003
774	sub-001	FP1_M2	0.034255319148936175	0.0305	DODH	R	0.11629999999999996	0.002
775	sub-001	FP1_M2	0.13146268656716414	0.117	DODH	N1	0.26876000000000005	0.02464
776	sub-001	FP2_M1	0.061882352941176465	0.055	DODH	N2	0.1613199999999997	0.006
777	sub-001	FP2_M1	0.046	0.046	DODH	W	0.21860000000000013	0.0067
778	sub-001	FP2_M1	0.07136702127659575	0.076	DODH	R	0.14303999999999994	0.00974
779	sub-001	FP2_M1	0.18292537313432836	0.198	DODH	N1	0.3	0.0295
780	sub-001	C3_M2	0.06377005347593584	0.0515	DODH	N2	0.19142999999999985	0.00673
781	sub-001	C3_M2	0.253	0.253	DODH	W	0.5469000000000003	0.0037
782	sub-001	C3_M2	0.05604255319148937	0.0495	DODH	R	0.19288999999999976	0.003
783	sub-001	C3_M2	0.17805970149253733	0.179	DODH	N1	0.32332000000000016	0.0133
784	sub-002	F3_O1	0.11676750700280113	0.112	DODH	N2	0.22419999999999998	0.06656000000000001
785	sub-002	F3_O1	0.395	0.395	DODH	W	0.7496599999999999	0.006
786	sub-002	F3_O1	0.1788648648648649	0.149	DODH	R	0.46200000000000024	0.0508
787	sub-002	F3_O1	0.24056666666666665	0.2435	DODH	N1	0.3445499999999998	0.09885
788	sub-002	F3_M2	0.11943977591036414	0.119	DODH	N2	0.19188	0.059559999999999995
789	sub-002	F3_M2	0.195	0.195	DODH	W	0.40264	0.01362
790	sub-002	F3_M2	0.11491891891891894	0.103	DODH	R	0.24505000000000024	0.04195
791	sub-002	F3_M2	0.21261666666666665	0.2125	DODH	N1	0.3160699999999999	0.11201
792	sub-002	F4_M1	0.10547058823529411	0.114	DODH	N2	0.18531999999999998	0.01456
793	sub-002	F4_M1	0.132	0.132	DODH	W	0.31992	0.00836
794	sub-002	F4_M1	0.10435135135135135	0.0985	DODH	R	0.21505000000000002	0.03555
795	sub-002	F4_M1	0.18191666666666664	0.1885	DODH	N1	0.26932999999999996	0.07236
796	sub-002	FP1_M2	0.11135854341736695	0.126	DODH	N2	0.204	0.007
797	sub-002	FP1_M2	0.143	0.143	DODH	W	0.36765999999999993	0.0025399999999999997
798	sub-002	FP1_M2	0.10177702702702703	0.0935	DODH	R	0.23935000000000006	0.0199
799	sub-002	FP1_M2	0.1484	0.17049999999999998	DODH	N1	0.2618599999999998	0.01085
800	sub-002	FP2_M1	0.10580392156862745	0.117	DODH	N2	0.18744	0.01056
801	sub-002	FP2_M1	0.137	0.137	DODH	W	0.31873999999999997	0.00672
802	sub-002	FP2_M1	0.10388175675675675	0.097	DODH	R	0.22105000000000002	0.03295
803	sub-002	FP2_M1	0.17331666666666667	0.187	DODH	N1	0.26974	0.04277
804	sub-002	C3_M2	0.11247338935574229	0.117	DODH	N2	0.18252	0.02956
805	sub-002	C3_M2	0.267	0.267	DODH	W	0.5348200000000001	0.01954
806	sub-002	C3_M2	0.13287500000000002	0.1145	DODH	R	0.3353000000000001	0.050249999999999996
807	sub-002	C3_M2	0.21666666666666665	0.22	DODH	N1	0.32403999999999983	0.08081999999999999
808	sub-003	F3_O1	0.06793406593406594	0.064	DODH	N2	0.1449599999999998	0.017200000000000003
809	sub-003	F3_O1	0.058	0.058	DODH	W	0.6259199999999999	0.01
810	sub-003	F3_O1	0.11721428571428573	0.099	DODH	R	0.37273999999999996	0.02406
811	sub-003	F3_O1	0.21334615384615382	0.226	DODH	N1	0.33935000000000004	0.01667
812	sub-003	F3_M2	0.06244322344322344	0.058	DODH	N2	0.13139999999999988	0.01944
813	sub-003	F3_M2	0.275	0.275	DODH	W	0.4246399999999998	0.023119999999999998
814	sub-003	F3_M2	0.07727272727272726	0.0655	DODH	R	0.22694	0.01453
815	sub-003	F3_M2	0.20453846153846156	0.2025	DODH	N1	0.42717000000000027	0.03485
816	sub-003	F4_M1	0.06476190476190476	0.061	DODH	N2	0.13227999999999998	0.02272
817	sub-003	F4_M1	0.213	0.213	DODH	W	0.3656399999999998	0.02812
818	sub-003	F4_M1	0.07683116883116883	0.07050000000000001	DODH	R	0.18675999999999998	0.02053
819	sub-003	F4_M1	0.21678846153846154	0.2145	DODH	N1	0.4317900000000002	0.07269
820	sub-003	FP1_M2	0.04750549450549451	0.043	DODH	N2	0.10627999999999997	0.013
821	sub-003	FP1_M2	0.127	0.127	DODH	W	0.3077199999999998	0.02004
822	sub-003	FP1_M2	0.06574675324675325	0.055	DODH	R	0.18763999999999997	0.00906
823	sub-003	FP1_M2	0.17253846153846153	0.1585	DODH	N1	0.42780000000000024	0.04732
824	sub-003	FP2_M1	0.05457509157509157	0.051	DODH	N2	0.12	0.018
825	sub-003	FP2_M1	0.125	0.125	DODH	W	0.27792	0.01816
826	sub-003	FP2_M1	0.06760389610389611	0.062	DODH	R	0.17523	0.00853
827	sub-003	FP2_M1	0.1912692307692308	0.183	DODH	N1	0.38743000000000005	0.06276999999999999
828	sub-003	C3_M2	0.0658058608058608	0.061	DODH	N2	0.1691999999999989	0.02444
829	sub-003	C3_M2	0.35	0.35	DODH	W	0.5056399999999999	0.02812
830	sub-003	C3_M2	0.09700649350649351	0.081	DODH	R	0.2637	0.026529999999999998
831	sub-003	C3_M2	0.22619230769230766	0.218	DODH	N1	0.42517000000000027	0.04285
832	sub-004	F3_O1	0.06491603053435115	0.06	DODH	N2	0.13477999999999998	0.013829999999999999
833	sub-004	F3_O1	0.072	0.072	DODH	W	0.38116999999999984	0.004
834	sub-004	F3_O1	0.06890625	0.0645	DODH	R	0.12975999999999988	0.02475
835	sub-004	F3_O1	0.15583333333333335	0.1495	DODH	N1	0.29949	0.03022
836	sub-004	F3_M2	0.06816412213740458	0.063	DODH	N2	0.15133999999999992	0.01961
837	sub-004	F3_M2	0.073	0.073	DODH	W	0.1990799999999997	0.005
838	sub-004	F3_M2	0.052375000000000005	0.0505	DODH	R	0.09483999999999992	0.01771
839	sub-004	F3_M2	0.14320000000000002	0.1455	DODH	N1	0.3206800000000001	0.02586
840	sub-004	F4_M1	0.08008396946564886	0.075	DODH	N2	0.16267999999999985	0.02561
841	sub-004	F4_M1	0.0805	0.0805	DODH	W	0.19122999999999993	0.01129
842	sub-004	F4_M1	0.059906249999999994	0.057	DODH	R	0.11465999999999996	0.02578
843	sub-004	F4_M1	0.15823333333333334	0.1735	DODH	N1	0.26165000000000005	0.035
844	sub-004	FP1_M2	0.0625648854961832	0.058	DODH	N2	0.13911999999999988	0.015220000000000001
845	sub-004	FP1_M2	0.063	0.063	DODH	W	0.16954999999999998	0.0062900000000000005
846	sub-004	FP1_M2	0.0495625	0.048	DODH	R	0.09772999999999993	0.01582
847	sub-004	FP1_M2	0.1421666666666667	0.1375	DODH	N1	0.3238400000000001	0.02151
848	sub-004	FP2_M1	0.05468320610687023	0.053	DODH	N2	0.1321199999999999	0.012219999999999998
849	sub-004	FP2_M1	0.064	0.064	DODH	W	0.1604299999999998	0.00229
850	sub-004	FP2_M1	0.043437500000000004	0.0435	DODH	R	0.10691999999999996	0.005
851	sub-004	FP2_M1	0.12466666666666666	0.1135	DODH	N1	0.28314	0.03587
852	sub-004	C3_M2	0.08576335877862597	0.081	DODH	N2	0.18950999999999987	0.02683
853	sub-004	C3_M2	0.1025	0.1025	DODH	W	0.22938999999999996	0.0072900000000000005
854	sub-004	C3_M2	0.061625	0.0595	DODH	R	0.13113999999999995	0.02478
855	sub-004	C3_M2	0.15776666666666667	0.16049999999999998	DODH	N1	0.28163000000000005	0.03227
856	sub-005	F3_O1	0.06209930715935335	0.06	DODH	N2	0.13036000000000003	0.02096
857	sub-005	F3_O1	0.10200000000000001	0.10200000000000001	DODH	W	0.4091899999999998	0.00281
858	sub-005	F3_O1	0.09291803278688524	0.086	DODH	R	0.23966000000000026	0.03612
859	sub-005	F3_O1	0.210296875	0.208	DODH	N1	0.3114699999999999	0.1025
860	sub-005	F3_M2	0.0531431870669746	0.048	DODH	N2	0.12540000000000004	0.015
861	sub-005	F3_M2	0.097	0.097	DODH	W	0.24533	0.00862
862	sub-005	F3_M2	0.07753005464480876	0.076	DODH	R	0.13952000000000012	0.03312
863	sub-005	F3_M2	0.18610937500000002	0.196	DODH	N1	0.2697	0.05815
864	sub-005	F4_M1	0.047822170900692844	0.042	DODH	N2	0.123	0.011
865	sub-005	F4_M1	0.0225	0.0225	DODH	W	0.167	0.0008100000000000001
866	sub-005	F4_M1	0.056180327868852464	0.055	DODH	R	0.11798000000000008	0.0048200000000000005
867	sub-005	F4_M1	0.13909375000000002	0.1405	DODH	N1	0.23632999999999998	0.035
868	sub-005	FP1_M2	0.050175519630484985	0.043	DODH	N2	0.12612000000000007	0.014
869	sub-005	FP1_M2	0.091	0.091	DODH	W	0.25750999999999996	0.008
870	sub-005	FP1_M2	0.07231693989071039	0.072	DODH	R	0.14252000000000012	0.024640000000000002
871	sub-005	FP1_M2	0.173734375	0.181	DODH	N1	0.25865999999999995	0.04963
872	sub-005	FP2_M1	0.04542494226327946	0.04	DODH	N2	0.11404000000000003	0.009
873	sub-005	FP2_M1	0.025	0.025	DODH	W	0.15852	0.0008100000000000001
874	sub-005	FP2_M1	0.04912568306010929	0.048	DODH	R	0.11190000000000004	0.00382
875	sub-005	FP2_M1	0.12903125	0.1325	DODH	N1	0.21737	0.032
876	sub-005	C3_M2	0.06255658198614318	0.059	DODH	N2	0.13104000000000002	0.019
877	sub-005	C3_M2	0.1085	0.1085	DODH	W	0.25484999999999997	0.00881
878	sub-005	C3_M2	0.08578142076502733	0.084	DODH	R	0.16208000000000006	0.034820000000000004
879	sub-005	C3_M2	0.192015625	0.2005	DODH	N1	0.268	0.08256
880	sub-006	F3_O1	0.049464864864864865	0.045	DODH	N2	0.15390000000000054	0.01154
881	sub-006	F3_O1	0.136	0.136	DODH	W	0.7384000000000001	0.00444
882	sub-006	F3_O1	0.10401418439716312	0.097	DODH	R	0.26099999999999995	0.0298
883	sub-006	F3_O1	0.19371428571428573	0.209	DODH	N1	0.3262	0.01696
884	sub-006	F3_M2	0.036958558558558556	0.033	DODH	N2	0.10046000000000005	0.008539999999999999
885	sub-006	F3_M2	0.094	0.094	DODH	W	0.3769600000000001	0.03036
886	sub-006	F3_M2	0.06733333333333333	0.062	DODH	R	0.22439999999999963	0.0234
887	sub-006	F3_M2	0.14230612244897958	0.151	DODH	N1	0.25616	0.021159999999999998
888	sub-006	F4_M1	0.03512612612612613	0.031	DODH	N2	0.101	0.00754
889	sub-006	F4_M1	0.055	0.055	DODH	W	0.46596000000000004	0.008
890	sub-006	F4_M1	0.06792198581560283	0.064	DODH	R	0.11759999999999994	0.0148
891	sub-006	F4_M1	0.11783673469387755	0.09	DODH	N1	0.2502	0.01448
892	sub-006	FP1_M2	0.03936936936936937	0.036	DODH	N2	0.10746000000000003	0.007
893	sub-006	FP1_M2	0.085	0.085	DODH	W	0.3602800000000001	0.01172
894	sub-006	FP1_M2	0.06392198581560285	0.058	DODH	R	0.23699999999999968	0.0222
895	sub-006	FP1_M2	0.13359183673469385	0.128	DODH	N1	0.2516	0.0074
896	sub-006	FP2_M1	0.03438198198198198	0.03	DODH	N2	0.10846000000000003	0.00654
897	sub-006	FP2_M1	0.05	0.05	DODH	W	0.37304000000000004	0.006
898	sub-006	FP2_M1	0.06532624113475177	0.063	DODH	R	0.11079999999999998	0.0114
899	sub-006	FP2_M1	0.10614285714285715	0.086	DODH	N1	0.23951999999999998	0.01192
900	sub-006	C3_M2	0.04950630630630631	0.047	DODH	N2	0.09946000000000005	0.017
901	sub-006	C3_M2	0.158	0.158	DODH	W	0.5106400000000001	0.02132
902	sub-006	C3_M2	0.11143262411347518	0.106	DODH	R	0.27459999999999996	0.051399999999999994
903	sub-006	C3_M2	0.17908163265306123	0.188	DODH	N1	0.28156	0.0388
904	sub-007	F3_O1	0.05491076115485565	0.052	DODH	N2	0.13719999999999988	0.0154
905	sub-007	F3_O1	0.0765	0.0765	DODH	W	0.6878	0.00965
906	sub-007	F3_O1	0.07475862068965518	0.07	DODH	R	0.1575999999999998	0.0308
907	sub-007	F3_O1	0.11364285714285714	0.1065	DODH	N1	0.25747000000000003	0.051269999999999996
908	sub-007	F3_M2	0.048031496062992125	0.047	DODH	N2	0.103	0.009
909	sub-007	F3_M2	0.1	0.1	DODH	W	0.29668999999999995	0.0103
910	sub-007	F3_M2	0.054214559386973185	0.052	DODH	R	0.10939999999999975	0.0212
911	sub-007	F3_M2	0.12860714285714286	0.1115	DODH	N1	0.26863000000000004	0.04924
912	sub-007	F4_M1	0.04397112860892388	0.042	DODH	N2	0.09839999999999999	0.011
913	sub-007	F4_M1	0.0815	0.0815	DODH	W	0.27358	0.00653
914	sub-007	F4_M1	0.05732950191570882	0.054	DODH	R	0.1161999999999997	0.027800000000000002
915	sub-007	F4_M1	0.13328571428571429	0.1285	DODH	N1	0.27801	0.0427
916	sub-007	FP1_M2	0.04347244094488189	0.042	DODH	N2	0.1012	0.0098
917	sub-007	FP1_M2	0.048	0.048	DODH	W	0.25122	0.01206
918	sub-007	FP1_M2	0.047137931034482765	0.045	DODH	R	0.10459999999999968	0.012
919	sub-007	FP1_M2	0.1085	0.096	DODH	N1	0.25719000000000003	0.037809999999999996
920	sub-007	FP2_M1	0.04464041994750657	0.042	DODH	N2	0.109	0.0108
921	sub-007	FP2_M1	0.0375	0.0375	DODH	W	0.21286999999999998	0.00459
922	sub-007	FP2_M1	0.05345977011494253	0.05	DODH	R	0.12039999999999985	0.015
923	sub-007	FP2_M1	0.11067857142857143	0.1075	DODH	N1	0.26153000000000004	0.03381
924	sub-007	C3_M2	0.05673490813648294	0.055	DODH	N2	0.123	0.0128
925	sub-007	C3_M2	0.158	0.158	DODH	W	0.3324999999999999	0.032299999999999995
926	sub-007	C3_M2	0.0711072796934866	0.067	DODH	R	0.1409999999999999	0.0306
927	sub-007	C3_M2	0.14135714285714288	0.1235	DODH	N1	0.27307000000000003	0.04835
928	sub-008	F3_O1	0.06929251700680272	0.056	DODH	N2	0.3426000000000029	0.006
929	sub-008	F3_O1	0.193	0.193	DODH	W	0.8009200000000002	0.00532
930	sub-008	F3_O1	0.0985	0.064	DODH	R	0.5219299999999998	0.01117
931	sub-008	F3_O1	0.12384892086330936	0.126	DODH	N1	0.2610200000000001	0.0109
932	sub-008	F3_M2	0.055662131519274384	0.044	DODH	N2	0.1954000000000001	0.0044
933	sub-008	F3_M2	0.138	0.138	DODH	W	0.59552	0.00732
934	sub-008	F3_M2	0.06422142857142857	0.043	DODH	R	0.3060799999999996	0.008
935	sub-008	F3_M2	0.11190647482014389	0.113	DODH	N1	0.23272	0.00738
936	sub-008	F4_M1	0.06112471655328799	0.051	DODH	N2	0.2088000000000003	0.002
937	sub-008	F4_M1	0.054	0.054	DODH	W	0.5972800000000001	0.006
938	sub-008	F4_M1	0.05882857142857143	0.0375	DODH	R	0.2342699999999999	0.008
939	sub-008	F4_M1	0.10951798561151081	0.124	DODH	N1	0.22086000000000003	0.00438
940	sub-008	FP1_M2	0.045646258503401364	0.037	DODH	N2	0.17560000000000012	0.003
941	sub-008	FP1_M2	0.111	0.111	DODH	W	0.5758800000000003	0.007
942	sub-008	FP1_M2	0.06252857142857142	0.043	DODH	R	0.26285999999999965	0.00839
943	sub-008	FP1_M2	0.0966474820143885	0.102	DODH	N1	0.23882000000000006	0.005
944	sub-008	FP2_M1	0.0702108843537415	0.065	DODH	N2	0.1938000000000003	0.005
945	sub-008	FP2_M1	0.089	0.089	DODH	W	0.57404	0.00732
946	sub-008	FP2_M1	0.06607857142857143	0.044	DODH	R	0.24721999999999997	0.0077800000000000005
947	sub-008	FP2_M1	0.11489928057553957	0.129	DODH	N1	0.24620000000000003	0.00738
948	sub-008	C3_M2	0.08441723356009072	0.068	DODH	N2	0.27560000000000007	0.022
949	sub-008	C3_M2	0.216	0.216	DODH	W	0.7197600000000001	0.014
950	sub-008	C3_M2	0.12770714285714288	0.1075	DODH	R	0.37197999999999976	0.01578
951	sub-008	C3_M2	0.13184892086330935	0.136	DODH	N1	0.26820000000000005	0.02114
952	sub-009	F3_O1	0.03983095723014257	0.037	DODH	N2	0.12260000000000014	0.004
953	sub-009	F3_O1	0.033	0.033	DODH	W	0.2768000000000002	0.001
954	sub-009	F3_O1	0.07138848920863311	0.067	DODH	R	0.1929000000000002	0.012180000000000002
955	sub-009	F3_O1	0.15936697247706422	0.171	DODH	N1	0.32636000000000004	0.007640000000000001
956	sub-009	F3_M2	0.024602851323828924	0.02	DODH	N2	0.09530000000000007	0.003
957	sub-009	F3_M2	0.015	0.015	DODH	W	0.1988400000000001	0.002
958	sub-009	F3_M2	0.05548201438848921	0.053	DODH	R	0.13296000000000005	0.012560000000000002
959	sub-009	F3_M2	0.09974311926605504	0.076	DODH	N1	0.2664	0.00824
960	sub-009	F4_M1	0.021364562118126276	0.017	DODH	N2	0.08110000000000002	0.003
961	sub-009	F4_M1	0.013	0.013	DODH	W	0.2804400000000002	0.003
962	sub-009	F4_M1	0.040503597122302164	0.037	DODH	R	0.13482000000000005	0.00338
963	sub-009	F4_M1	0.08245871559633029	0.044	DODH	N1	0.2756800000000001	0.007
964	sub-009	FP1_M2	0.02034826883910387	0.016	DODH	N2	0.07260000000000014	0.003
965	sub-009	FP1_M2	0.012	0.012	DODH	W	0.18036000000000002	0.002
966	sub-009	FP1_M2	0.04635971223021584	0.041	DODH	R	0.13024000000000002	0.008900000000000002
967	sub-009	FP1_M2	0.0763577981651376	0.057	DODH	N1	0.24884000000000006	0.00824
968	sub-009	FP2_M1	0.023759674134419553	0.02	DODH	N2	0.07860000000000014	0.005
969	sub-009	FP2_M1	0.023	0.023	DODH	W	0.2417200000000002	0.002
970	sub-009	FP2_M1	0.045122302158273384	0.041	DODH	R	0.1441600000000001	0.01038
971	sub-009	FP2_M1	0.10496330275229358	0.079	DODH	N1	0.27488000000000007	0.0094
972	sub-009	C3_M2	0.03186965376782078	0.028	DODH	N2	0.10730000000000006	0.003
973	sub-009	C3_M2	0.015	0.015	DODH	W	0.23316000000000026	0.002
974	sub-009	C3_M2	0.05753237410071942	0.057	DODH	R	0.1262800000000002	0.0158
